seq,timestamp_ms,red,ir,red_corrected,ir_corrected,datetime
316,141400,40669,101101,52.43385853282038,123.09109069208309,1970-01-01 00:02:21.400
317,141412,40663,101101,46.37296743196366,122.38746256191016,1970-01-01 00:02:21.412
318,141432,40677,101102,59.86870466364232,122.96521006524978,1970-01-01 00:02:21.432
319,141464,40676,101118,58.64162276184626,138.2929143995041,1970-01-01 00:02:21.464
320,141485,40673,101127,55.76599666819959,146.45906851258448,1970-01-01 00:02:21.485
321,141505,40661,101083,43.393797525946674,102.248739995186,1970-01-01 00:02:21.505
322,141525,40661,101077,43.53942031037006,95.77721839040072,1970-01-01 00:02:21.525
323,141550,40674,101047,56.75912058658038,65.27679907198579,1970-01-01 00:02:21.550
324,141564,40673,101040,55.7032764728488,57.88358235420336,1970-01-01 00:02:21.564
325,141580,40661,101083,43.29946317088062,100.43565594130578,1970-01-01 00:02:21.580
326,141608,40671,101096,52.28916820532384,113.00101787499202,1970-01-01 00:02:21.608
327,141620,40673,101071,54.00882733832167,87.60794769649333,1970-01-01 00:02:21.620
328,141645,40633,101081,14.60657568817217,97.18645352481758,1970-01-01 00:02:21.645
329,141667,40660,101020,40.22838246975441,35.58946748043936,1970-01-01 00:02:21.667
330,141684,40649,101058,30.77361249353318,73.20659853282422,1970-01-01 00:02:21.684
331,141706,40659,101060,39.64402943193412,75.41859703333472,1970-01-01 00:02:21.706
332,141733,40651,101037,30.79057864125168,52.17295082518103,1970-01-01 00:02:21.733
333,141743,40637,101034,16.756521773184588,48.66304825008419,1970-01-01 00:02:21.743
334,141765,40679,101041,58.51810741078259,54.8907178647049,1970-01-01 00:02:21.765
335,141785,40639,101039,18.46242663226245,53.10897417695583,1970-01-01 00:02:21.785
336,141805,40648,101051,28.018460126609156,65.23151260832742,1970-01-01 00:02:21.805
337,141816,40650,101060,29.780951466633997,73.74371743159372,1970-01-01 00:02:21.816
338,141839,40653,101025,32.33056526767658,38.2297643632484,1970-01-01 00:02:21.839
339,141857,40644,101023,23.265398361992496,35.840674609891764,1970-01-01 00:02:21.857
340,141876,40658,101036,37.38877864216607,48.710697931985024,1970-01-01 00:02:21.876
341,141910,40646,101033,25.45604852803121,45.6896295864406,1970-01-01 00:02:21.910
342,141920,40656,101029,35.47771616616406,41.31081450215728,1970-01-01 00:02:21.920
343,141940,40654,101012,33.61491108986905,24.07794613530836,1970-01-01 00:02:21.940
344,141967,40653,101029,31.828562743239527,41.08458587476176,1970-01-01 00:02:21.967
345,141978,40633,101016,11.862185939826706,27.904925491507875,1970-01-01 00:02:21.978
346,142001,40644,101010,22.69130449986386,21.560004789511943,1970-01-01 00:02:22.001
347,142034,40648,101021,26.36910319232895,32.46463209438804,1970-01-01 00:02:22.034
348,142050,40641,101020,18.80890789392072,31.48073164816054,1970-01-01 00:02:22.050
349,142062,40647,100980,24.45946809368614,-8.675984235956236,1970-01-01 00:02:22.062
350,142082,40638,101016,16.112254239483125,26.9012796796536,1970-01-01 00:02:22.082
351,142102,40646,101009,22.98715937724841,19.74413218603116,1970-01-01 00:02:22.102
352,142122,40660,101013,36.13025387015094,23.740635528080716,1970-01-01 00:02:22.122
353,142144,40642,101025,17.713196901582748,35.87483099888057,1970-01-01 00:02:22.144
354,142166,40638,101018,13.80086617940016,28.72682621739441,1970-01-01 00:02:22.166
355,142185,40631,101014,7.3745350365772975,24.336198724713785,1970-01-01 00:02:22.185
356,142196,40659,101025,35.67347027786867,35.240968876800466,1970-01-01 00:02:22.196
357,142218,40657,101039,33.02428509386134,49.11788367723751,1970-01-01 00:02:22.218
358,142239,40644,101034,20.154878122961076,43.91803551413927,1970-01-01 00:02:22.239
359,142260,40650,101013,26.5200528947093,22.60883457975169,1970-01-01 00:02:22.260
360,142281,40646,101024,22.79475313408369,33.36948060727991,1970-01-01 00:02:22.281
361,142296,40664,101033,40.683832235421725,42.337591881523686,1970-01-01 00:02:22.296
362,142322,40662,101011,38.58958734651192,20.24120954948428,1970-01-01 00:02:22.322
363,142351,40660,101012,35.99077257796339,21.123666626754964,1970-01-01 00:02:22.351
364,142365,40670,101023,45.62756858076684,31.81579792985513,1970-01-01 00:02:22.365
365,142386,40667,101012,42.10041374654035,20.64401672643254,1970-01-01 00:02:22.386
366,142397,40650,100972,24.59774042317602,-19.239554302928248,1970-01-01 00:02:22.397
367,142418,40642,101021,17.41601458618675,29.70621280224,1970-01-01 00:02:22.418
368,142444,40652,101004,26.333311591812567,12.899528787553194,1970-01-01 00:02:22.444
369,142456,40662,101011,36.13939186360916,19.598676021001907,1970-01-01 00:02:22.456
370,142476,40661,101017,35.04482301707645,25.062124130402086,1970-01-01 00:02:22.476
371,142507,40669,101021,42.5275578411996,29.310165130111574,1970-01-01 00:02:22.507
372,142519,40662,101029,35.198571459607884,37.28224966954573,1970-01-01 00:02:22.519
373,142541,40659,101031,32.237539908747394,38.68421386612325,1970-01-01 00:02:22.541
374,142562,40660,101029,33.18036131179324,35.98159815054033,1970-01-01 00:02:22.562
375,142591,40659,101035,30.64329460491569,42.412507198148695,1970-01-01 00:02:22.591
376,142609,40660,101038,32.274601460722224,45.02365598385881,1970-01-01 00:02:22.609
377,142620,40675,101034,47.42902681679772,40.700851368927566,1970-01-01 00:02:22.620
378,142640,40677,101042,48.79395058140695,48.26092088754088,1970-01-01 00:02:22.640
379,142667,40658,101046,30.178010748878933,52.26564111817645,1970-01-01 00:02:22.667
380,142678,40666,101053,37.859841669328645,59.068948959871854,1970-01-01 00:02:22.678
381,142698,40665,101040,36.46641132245323,45.56298217106876,1970-01-01 00:02:22.698
382,142720,40668,101045,39.35377243728564,50.4085637133177,1970-01-01 00:02:22.720
383,142755,40663,101042,34.2771582622462,47.20300226687423,1970-01-01 00:02:22.755
384,142759,40643,101047,14.180534658099493,51.92509951527419,1970-01-01 00:02:22.759
385,142779,40653,101031,23.68723337024904,35.63417502536975,1970-01-01 00:02:22.779
386,142806,40673,101043,43.730087260206446,47.30589730623619,1970-01-01 00:02:22.806
387,142817,40652,101058,22.65038643677168,61.99983298046871,1970-01-01 00:02:22.817
388,142839,40680,101055,50.05427831433746,58.95295895777934,1970-01-01 00:02:22.839
389,142862,40653,101055,22.83777026551398,58.64089090690558,1970-01-01 00:02:22.862
390,142885,40674,101056,43.46254974026799,58.94860202357831,1970-01-01 00:02:22.885
391,142902,40664,101046,33.404903006480986,48.72192623842479,1970-01-01 00:02:22.902
392,142921,40667,101055,36.28237062095148,57.71473605323411,1970-01-01 00:02:22.921
393,142948,40676,101045,44.87199829467626,47.510725417380726,1970-01-01 00:02:22.948
394,142960,40670,101051,38.63013771696238,53.02816386813041,1970-01-01 00:02:22.960
395,142982,40670,101053,39.03783910230563,54.798344375119896,1970-01-01 00:02:22.982
396,143003,40666,101038,34.58298591317205,39.7610334705927,1970-01-01 00:02:23.003
397,143024,40662,101063,30.52023508243888,64.32686422152857,1970-01-01 00:02:23.024
398,143038,40666,101054,34.13002117523722,54.893796358654846,1970-01-01 00:02:23.038
399,143062,40674,101050,41.4925858299429,50.73049215938647,1970-01-01 00:02:23.062
400,143089,40674,101071,41.82526831221371,71.36457222578359,1970-01-01 00:02:23.089
401,143109,40668,101071,35.76800784471894,70.92760886760226,1970-01-01 00:02:23.109
402,143128,40690,101071,57.34913461869171,70.51379956718533,1970-01-01 00:02:23.128
403,143140,40725,101066,91.96933565493038,65.22312030614768,1970-01-01 00:02:23.140
404,143161,40671,101049,36.89975286426976,48.08134616184197,1970-01-01 00:02:23.161
405,143174,40677,101046,43.05862068313383,44.80085336414749,1970-01-01 00:02:23.174
406,143205,40680,101034,45.84316099689417,32.67956443744325,1970-01-01 00:02:23.205
407,143235,40676,101030,41.9304143747581,28.375368863878293,1970-01-01 00:02:23.235
408,143247,40669,101030,34.86629686860752,28.30079748064377,1970-01-01 00:02:23.247
409,143258,40689,101038,54.385921135069054,36.322654468637005,1970-01-01 00:02:23.258
410,143280,40667,101032,31.90526063105,30.067878641241236,1970-01-01 00:02:23.280
411,143301,40676,101021,41.340003876152,18.64797914055748,1970-01-01 00:02:23.301
412,143322,40671,101001,35.77125635348525,-1.161217551980763,1970-01-01 00:02:23.322
413,143340,40659,101019,23.467512919799283,17.050505310005814,1970-01-01 00:02:23.340
414,143356,40663,101010,27.11318506135094,7.993183079776629,1970-01-01 00:02:23.356
415,143376,40687,101024,51.12951705485568,21.472261447197816,1970-01-01 00:02:23.376
416,143404,40653,101024,17.10554048296718,21.467205301684626,1970-01-01 00:02:23.404
417,143427,40668,101007,31.579380437680204,4.883599686266457,1970-01-01 00:02:23.427
418,143438,40659,101025,22.72698799100518,22.719695301006883,1970-01-01 00:02:23.438
419,143461,40675,101023,38.82962301538407,20.02425419848708,1970-01-01 00:02:23.461
420,143487,40669,101018,32.15046060401955,15.2584267073103,1970-01-01 00:02:23.487
421,143504,40671,101017,34.153477383129726,14.249825214505156,1970-01-01 00:02:23.504
422,143526,40687,101024,49.99906777562798,21.00548599819181,1970-01-01 00:02:23.526
423,143547,40669,101005,31.73602970523392,1.9030979664444987,1970-01-01 00:02:23.547
424,143562,40677,101042,39.84732693002314,38.58723404251337,1970-01-01 00:02:23.562
425,143585,40663,101024,25.20100636879342,20.664890547672,1970-01-01 00:02:23.585
426,143599,40682,101018,44.31402999280854,14.77505707731485,1970-01-01 00:02:23.599
427,143626,40671,101021,32.62642200741321,17.639143331638135,1970-01-01 00:02:23.626
428,143639,40688,101019,49.64464730695817,15.293602663064789,1970-01-01 00:02:23.639
429,143659,40675,101024,36.75770229089122,20.12089412414124,1970-01-01 00:02:23.659
430,143687,40676,101026,36.92568751263017,22.4129776870846,1970-01-01 00:02:23.687
431,143710,40673,101017,34.35724684247173,13.213958498038652,1970-01-01 00:02:23.710
432,143723,40679,100978,40.126543746885,-25.70934845170561,1970-01-01 00:02:23.723
433,143748,40671,101017,31.82846878721977,13.31024537646704,1970-01-01 00:02:23.748
434,143761,40670,101026,30.75965438057369,21.96088563104296,1970-01-01 00:02:23.761
435,143786,40668,101020,28.61210004402678,15.820137590085135,1970-01-01 00:02:23.786
436,143802,40668,101027,28.361531738863487,23.002375301733696,1970-01-01 00:02:23.802
437,143824,40662,101035,22.24404003960824,31.0670068628054,1970-01-01 00:02:23.824
438,143845,40685,101030,44.353587987671055,25.58345464300819,1970-01-01 00:02:23.845
439,143859,40680,101026,39.6727314735732,21.122256342894147,1970-01-01 00:02:23.859
440,143880,40671,101033,30.489658585276192,28.0787759013106,1970-01-01 00:02:23.880
441,143903,40679,101018,37.620954859478026,13.657844324062438,1970-01-01 00:02:23.903
442,143935,40685,101023,44.44594768644818,17.733808733484913,1970-01-01 00:02:23.935
443,143941,40698,101019,57.20782517665046,13.645578012673283,1970-01-01 00:02:23.941
444,143961,40648,101011,6.893103273157947,6.002884677163051,1970-01-01 00:02:23.961
445,143981,40670,101017,28.579428519058958,12.047647569931245,1970-01-01 00:02:23.981
446,144001,40688,101008,46.28734952750612,2.8550157062830728,1970-01-01 00:02:24.001
447,144025,40673,101000,31.469999361298854,-5.158346788588802,1970-01-01 00:02:24.025
448,144046,40666,100989,23.931758740184502,-15.883911130896982,1970-01-01 00:02:24.046
449,144059,40653,101013,11.154508746115344,7.944223942849669,1970-01-01 00:02:24.059
450,144091,40659,100989,16.452123101529963,-15.819664039535652,1970-01-01 00:02:24.091
451,144101,40676,100975,33.19782190596396,-29.71524310158499,1970-01-01 00:02:24.101
452,144126,40675,100983,32.02471328315425,-21.784333382222226,1970-01-01 00:02:24.126
453,144151,40668,100980,25.22818847604475,-24.610657361761117,1970-01-01 00:02:24.151
454,144164,40666,100984,23.117981517656645,-20.47637036621629,1970-01-01 00:02:24.164
455,144185,40669,100984,25.53850554253056,-20.5405923490074,1970-01-01 00:02:24.185
456,144199,40696,101000,53.13438002098735,-4.614229529432383,1970-01-01 00:02:24.199
457,144221,40668,100998,23.98899961359582,-6.652145895640438,1970-01-01 00:02:24.221
458,144250,40682,101000,37.76757945648775,-3.976273417949797,1970-01-01 00:02:24.250
459,144275,40678,100999,33.78663311186601,-5.479721877051583,1970-01-01 00:02:24.275
460,144286,40673,101004,28.792148660949195,-0.7698562731333851,1970-01-01 00:02:24.286
461,144306,40662,100983,17.747036106780122,-21.516699824805663,1970-01-01 00:02:24.306
462,144322,40670,100998,25.590977768448592,-6.136713321454624,1970-01-01 00:02:24.322
463,144350,40671,100996,26.568778261641427,-8.075521631405948,1970-01-01 00:02:24.350
464,144361,40673,100997,28.45427769066566,-7.331772258431664,1970-01-01 00:02:24.361
465,144388,40676,100997,30.68805446922704,-7.475033647110879,1970-01-01 00:02:24.388
466,144400,40685,100976,39.55194341728342,-28.15749423328325,1970-01-01 00:02:24.400
467,144427,40665,100980,19.84952152007515,-23.92131811192004,1970-01-01 00:02:24.427
468,144454,40689,100989,43.92670895940535,-15.158677461893788,1970-01-01 00:02:24.454
469,144466,40673,101009,27.56406146084621,4.731177697677598,1970-01-01 00:02:24.466
470,144489,40669,100998,23.36468389927114,-5.7641842203106215,1970-01-01 00:02:24.489
471,144502,40665,100993,18.92256481622708,-10.647223674607083,1970-01-01 00:02:24.502
472,144527,40674,101006,28.36933135651033,1.990502503704621,1970-01-01 00:02:24.527
473,144549,40670,100992,23.82863427507687,-11.864745585109633,1970-01-01 00:02:24.549
474,144575,40667,100999,20.591877530894067,-4.793771984441456,1970-01-01 00:02:24.575
475,144582,40675,100995,28.468708078445676,-8.762781735635187,1970-01-01 00:02:24.582
476,144602,40669,100995,22.62665876405267,-8.812629230831543,1970-01-01 00:02:24.602
477,144630,40674,100993,27.44475173162461,-10.834194010526652,1970-01-01 00:02:24.630
478,144640,40694,100999,46.93113769215428,-4.807411396797889,1970-01-01 00:02:24.640
479,144666,40669,101004,21.94794599979099,0.4346769672233403,1970-01-01 00:02:24.666
480,144695,40679,101006,31.28373663091886,2.322569592796361,1970-01-01 00:02:24.695
481,144702,40708,101011,59.88019565357857,7.222824531346742,1970-01-01 00:02:24.702
482,144722,40681,100996,33.039356862927974,-7.902264304310396,1970-01-01 00:02:24.722
483,144749,40670,101004,21.75913759149361,0.260188077451404,1970-01-01 00:02:24.749
484,144762,40668,101006,19.52794612358113,2.366379557546205,1970-01-01 00:02:24.762
485,144782,40667,101014,18.672274717253128,10.381381473682836,1970-01-01 00:02:24.782
486,144805,40679,101000,30.947035503517544,-4.027035285781127,1970-01-01 00:02:24.805
487,144831,40674,101013,25.623086668221397,9.160865828679103,1970-01-01 00:02:24.831
488,144848,40671,101028,22.77640727366032,24.203724994463645,1970-01-01 00:02:24.848
489,144860,40682,100993,33.68495720823312,-10.772222595763036,1970-01-01 00:02:24.860
490,144880,40669,100974,20.580704618130056,-29.692197000555225,1970-01-01 00:02:24.880
491,144918,40672,100978,23.282887137282,-25.653665528812365,1970-01-01 00:02:24.918
492,144929,40674,100965,25.037584671089643,-38.48942050108902,1970-01-01 00:02:24.929
493,144939,40662,100964,12.91108579842556,-39.354575708800105,1970-01-01 00:02:24.939
494,144966,40674,100956,23.940409822036926,-47.05083998125309,1970-01-01 00:02:24.966
495,144987,40673,100956,23.10982194538125,-46.66636214488176,1970-01-01 00:02:24.987
496,145004,40670,100962,20.197781646475462,-40.50131565648853,1970-01-01 00:02:25.004
497,145019,40666,100975,16.07858561680137,-27.55452552146809,1970-01-01 00:02:25.019
498,145039,40667,100959,17.73137729549293,-43.37632684502694,1970-01-01 00:02:25.039
499,145062,40662,100976,11.68975320740445,-26.239833544167336,1970-01-01 00:02:25.062
500,145086,40678,100974,28.05939365996168,-27.71858809436183,1970-01-01 00:02:25.086
501,145099,40679,100978,28.610529768712624,-23.809179665735343,1970-01-01 00:02:25.099
502,145123,40676,100969,25.75396517926125,-32.92027847289338,1970-01-01 00:02:25.123
503,145145,40688,100990,37.62397572004125,-11.856153255269412,1970-01-01 00:02:25.145
504,145159,40682,100982,31.272325535921183,-19.813788620607536,1970-01-01 00:02:25.159
505,145196,40669,100969,17.681656792127228,-32.3109497015024,1970-01-01 00:02:25.196
506,145210,40673,100964,21.93229968743148,-37.15787346642225,1970-01-01 00:02:25.210
507,145220,40662,100974,11.044101830492908,-27.122259164493467,1970-01-01 00:02:25.220
508,145244,40669,100989,18.02502548918433,-12.335445325304589,1970-01-01 00:02:25.244
509,145264,40677,100987,25.746199559938187,-14.37754950367892,1970-01-01 00:02:25.264
510,145284,40684,100991,32.43399808209902,-10.035612952883218,1970-01-01 00:02:25.284
511,145307,40687,100980,35.37598593435419,-20.743843385607363,1970-01-01 00:02:25.307
512,145327,40692,100997,40.34106016065722,-4.010885976455803,1970-01-01 00:02:25.327
513,145354,40677,100986,25.10127133513291,-15.055513192198912,1970-01-01 00:02:25.354
514,145368,40674,100976,21.91523790904406,-24.75254125789202,1970-01-01 00:02:25.368
515,145390,40687,100988,34.28542478115543,-12.478758158287476,1970-01-01 00:02:25.390
516,145402,40680,100927,27.400332332775044,-73.28685492606672,1970-01-01 00:02:25.402
517,145424,40668,100973,16.188659347596335,-27.25650130330126,1970-01-01 00:02:25.424
518,145448,40671,100972,17.857380656597066,-27.840471622821955,1970-01-01 00:02:25.448
519,145463,40676,100983,22.944568688983765,-16.887437157761493,1970-01-01 00:02:25.463
520,145491,40672,100976,18.74895934200181,-24.21143615763319,1970-01-01 00:02:25.491
521,145511,40680,100968,26.855133355972747,-31.90520652760369,1970-01-01 00:02:25.511
522,145521,40678,100968,24.328321568567542,-31.512163762135188,1970-01-01 00:02:25.521
523,145544,40667,100987,13.760309145780596,-12.171382427131082,1970-01-01 00:02:25.544
